phrog_id	phrog	annot	category
19899	phrog_19899	NA	unknown function
19900	phrog_19900	NA	unknown function
19901	phrog_19901	NA	unknown function
19902	phrog_19902	HNH endonuclease	DNA, RNA and nucleotide metabolism
19903	phrog_19903	NA	unknown function
19904	phrog_19904	NA	unknown function
19905	phrog_19905	NA	unknown function
19906	phrog_19906	DNA binding protein	DNA, RNA and nucleotide metabolism
19907	phrog_19907	NA	unknown function
19908	phrog_19908	NA	unknown function
19909	phrog_19909	NA	unknown function
19910	phrog_19910	NA	unknown function
19911	phrog_19911	NA	unknown function
19912	phrog_19912	NA	unknown function
19913	phrog_19913	NA	unknown function
19914	phrog_19914	tail length tape measure protein	tail
19915	phrog_19915	tail length tape measure protein	tail
19916	phrog_19916	NA	unknown function
19917	phrog_19917	NA	unknown function
19918	phrog_19918	NA	unknown function
19919	phrog_19919	NA	unknown function
19920	phrog_19920	NA	unknown function
19921	phrog_19921	tail spike protein	tail
19922	phrog_19922	NA	unknown function
19923	phrog_19923	DNA binding protein	DNA, RNA and nucleotide metabolism
19924	phrog_19924	NA	unknown function
19925	phrog_19925	NA	unknown function
19926	phrog_19926	NA	unknown function
19927	phrog_19927	NA	unknown function
19928	phrog_19928	virion structural protein	head and packaging
19929	phrog_19929	tail fiber protein	tail
19930	phrog_19930	DNA polymerase/primase	DNA, RNA and nucleotide metabolism
19931	phrog_19931	NA	unknown function
19932	phrog_19932	NA	unknown function
19933	phrog_19933	NA	unknown function
19934	phrog_19934	NA	unknown function
19935	phrog_19935	RNA-binding protein	DNA, RNA and nucleotide metabolism
19936	phrog_19936	NA	unknown function
19937	phrog_19937	NA	unknown function
19938	phrog_19938	NA	unknown function
19939	phrog_19939	NA	unknown function
19940	phrog_19940	NA	unknown function
19941	phrog_19941	NA	unknown function
19942	phrog_19942	NA	unknown function
19943	phrog_19943	virion structural protein	head and packaging
19944	phrog_19944	NA	unknown function
19945	phrog_19945	NA	unknown function
19946	phrog_19946	NA	unknown function
19947	phrog_19947	NA	unknown function
19948	phrog_19948	NA	unknown function
19949	phrog_19949	NA	unknown function
19950	phrog_19950	membrane protein	moron, auxiliary metabolic gene and host takeover
19951	phrog_19951	NA	unknown function
19952	phrog_19952	NA	unknown function
19953	phrog_19953	NA	unknown function
19954	phrog_19954	NA	unknown function
19955	phrog_19955	NA	unknown function
19956	phrog_19956	NA	unknown function
19957	phrog_19957	NA	unknown function
19958	phrog_19958	NA	unknown function
19959	phrog_19959	NA	unknown function
19960	phrog_19960	NA	unknown function
19961	phrog_19961	tail fiber protein	tail
19962	phrog_19962	NA	unknown function
19963	phrog_19963	NA	unknown function
19964	phrog_19964	membrane protein	moron, auxiliary metabolic gene and host takeover
19965	phrog_19965	NA	unknown function
19966	phrog_19966	long tail fiber protein distal subunit	tail
19967	phrog_19967	NA	unknown function
19968	phrog_19968	NA	unknown function
19969	phrog_19969	terminase small subunit	head and packaging
19970	phrog_19970	NA	unknown function
19971	phrog_19971	NA	unknown function
19972	phrog_19972	NA	unknown function
19973	phrog_19973	NA	unknown function
19974	phrog_19974	NA	unknown function
19975	phrog_19975	NA	unknown function
19976	phrog_19976	tail assembly protein	tail
19977	phrog_19977	NA	unknown function
19978	phrog_19978	HNH endonuclease	DNA, RNA and nucleotide metabolism
19979	phrog_19979	virion structural protein	head and packaging
19980	phrog_19980	NA	unknown function
19981	phrog_19981	NA	unknown function
19982	phrog_19982	NA	unknown function
19983	phrog_19983	NA	unknown function
19984	phrog_19984	NA	unknown function
19985	phrog_19985	NA	unknown function
19986	phrog_19986	NA	unknown function
19987	phrog_19987	NA	unknown function
19988	phrog_19988	tail spike protein	tail
19989	phrog_19989	NA	unknown function
19990	phrog_19990	NA	unknown function
19991	phrog_19991	NA	unknown function
19992	phrog_19992	NA	unknown function
19993	phrog_19993	NA	unknown function
19994	phrog_19994	NA	unknown function
19995	phrog_19995	NA	unknown function
19996	phrog_19996	NA	unknown function
19997	phrog_19997	NA	unknown function
19998	phrog_19998	NA	unknown function
19999	phrog_19999	NA	unknown function
20000	phrog_20000	NA	unknown function
20001	phrog_20001	tail fiber protein	tail
20002	phrog_20002	NA	unknown function
20003	phrog_20003	NA	unknown function
20004	phrog_20004	NA	unknown function
20005	phrog_20005	endonuclease VII	DNA, RNA and nucleotide metabolism
20006	phrog_20006	NA	unknown function
20007	phrog_20007	NA	unknown function
20008	phrog_20008	NA	unknown function
20009	phrog_20009	NA	unknown function
20010	phrog_20010	NA	unknown function
20011	phrog_20011	NA	unknown function
20012	phrog_20012	NA	unknown function
20013	phrog_20013	virion structural protein	head and packaging
20014	phrog_20014	NA	unknown function
20015	phrog_20015	endonuclease	DNA, RNA and nucleotide metabolism
20016	phrog_20016	NA	unknown function
20017	phrog_20017	NA	unknown function
20018	phrog_20018	NA	unknown function
20019	phrog_20019	NA	unknown function
20020	phrog_20020	NA	unknown function
20021	phrog_20021	NA	unknown function
20022	phrog_20022	NA	unknown function
20023	phrog_20023	NA	unknown function
20024	phrog_20024	tail protein	tail
20025	phrog_20025	NA	unknown function
20026	phrog_20026	Rz-like spanin	lysis
20027	phrog_20027	NA	unknown function
20028	phrog_20028	NA	unknown function
20029	phrog_20029	NA	unknown function
20030	phrog_20030	NA	unknown function
20031	phrog_20031	NA	unknown function
20032	phrog_20032	NA	unknown function
20033	phrog_20033	NA	unknown function
20034	phrog_20034	NA	unknown function
20035	phrog_20035	NA	unknown function
20036	phrog_20036	NA	unknown function
20037	phrog_20037	NA	unknown function
20038	phrog_20038	NA	unknown function
20039	phrog_20039	NA	unknown function
20040	phrog_20040	NA	unknown function
20041	phrog_20041	NA	unknown function
20042	phrog_20042	NA	unknown function
20043	phrog_20043	NA	unknown function
20044	phrog_20044	NA	unknown function
20045	phrog_20045	NA	unknown function
20046	phrog_20046	NA	unknown function
20047	phrog_20047	NA	unknown function
20048	phrog_20048	NA	unknown function
20049	phrog_20049	NA	unknown function
20050	phrog_20050	NA	unknown function
20051	phrog_20051	DNA binding protein	DNA, RNA and nucleotide metabolism
20052	phrog_20052	NA	unknown function
20053	phrog_20053	NA	unknown function
20054	phrog_20054	NA	unknown function
20055	phrog_20055	NA	unknown function
20056	phrog_20056	NA	unknown function
20057	phrog_20057	NA	unknown function
20058	phrog_20058	NA	unknown function
20059	phrog_20059	NA	unknown function
20060	phrog_20060	NA	unknown function
20061	phrog_20061	NA	unknown function
20062	phrog_20062	NA	unknown function
20063	phrog_20063	NA	unknown function
20064	phrog_20064	NA	unknown function
20065	phrog_20065	NA	unknown function
20066	phrog_20066	NA	unknown function
20067	phrog_20067	NA	unknown function
20068	phrog_20068	NA	unknown function
20069	phrog_20069	NA	unknown function
20070	phrog_20070	NA	unknown function
20071	phrog_20071	NA	unknown function
20072	phrog_20072	NA	unknown function
20073	phrog_20073	NA	unknown function
20074	phrog_20074	NA	unknown function
20075	phrog_20075	NA	unknown function
20076	phrog_20076	NA	unknown function
20077	phrog_20077	NA	unknown function
20078	phrog_20078	DNA binding protein	DNA, RNA and nucleotide metabolism
20079	phrog_20079	NA	unknown function
20080	phrog_20080	NA	unknown function
20081	phrog_20081	NA	unknown function
20082	phrog_20082	membrane protein	moron, auxiliary metabolic gene and host takeover
20083	phrog_20083	NA	unknown function
20084	phrog_20084	NA	unknown function
20085	phrog_20085	NA	unknown function
20086	phrog_20086	NA	unknown function
20087	phrog_20087	tail protein	tail
20088	phrog_20088	virion structural protein	head and packaging
20089	phrog_20089	NA	unknown function
20090	phrog_20090	NA	unknown function
20091	phrog_20091	NA	unknown function
20092	phrog_20092	NA	unknown function
20093	phrog_20093	NA	unknown function
20094	phrog_20094	DNA polymerase	DNA, RNA and nucleotide metabolism
20095	phrog_20095	NA	unknown function
20096	phrog_20096	NA	unknown function
20097	phrog_20097	NA	unknown function
20098	phrog_20098	NA	unknown function
20099	phrog_20099	NA	unknown function
20100	phrog_20100	NA	unknown function
20101	phrog_20101	NA	unknown function
20102	phrog_20102	NA	unknown function
20103	phrog_20103	NA	unknown function
20104	phrog_20104	NA	unknown function
20105	phrog_20105	NA	unknown function
20106	phrog_20106	NA	unknown function
20107	phrog_20107	NA	unknown function
20108	phrog_20108	NA	unknown function
20109	phrog_20109	NA	unknown function
20110	phrog_20110	NA	unknown function
20111	phrog_20111	NA	unknown function
20112	phrog_20112	NA	unknown function
20113	phrog_20113	NA	unknown function
20114	phrog_20114	phosphoesterase	other
20115	phrog_20115	NA	unknown function
20116	phrog_20116	NA	unknown function
20117	phrog_20117	NA	unknown function
20118	phrog_20118	NA	unknown function
20119	phrog_20119	tail length tape measure protein	tail
20120	phrog_20120	NA	unknown function
20121	phrog_20121	NA	unknown function
20122	phrog_20122	NA	unknown function
20123	phrog_20123	NA	unknown function
20124	phrog_20124	NA	unknown function
20125	phrog_20125	NA	unknown function
20126	phrog_20126	NA	unknown function
20127	phrog_20127	NA	unknown function
20128	phrog_20128	NA	unknown function
20129	phrog_20129	NA	unknown function
20130	phrog_20130	NA	unknown function
20131	phrog_20131	NA	unknown function
20132	phrog_20132	NA	unknown function
20133	phrog_20133	NA	unknown function
20134	phrog_20134	NA	unknown function
20135	phrog_20135	NA	unknown function
20136	phrog_20136	NA	unknown function
20137	phrog_20137	ribonucleotide reductase	DNA, RNA and nucleotide metabolism
20138	phrog_20138	NA	unknown function
20139	phrog_20139	NA	unknown function
20140	phrog_20140	NA	unknown function
20141	phrog_20141	NA	unknown function
20142	phrog_20142	NA	unknown function
20143	phrog_20143	NA	unknown function
20144	phrog_20144	NA	unknown function
20145	phrog_20145	NA	unknown function
20146	phrog_20146	NA	unknown function
20147	phrog_20147	NA	unknown function
20148	phrog_20148	NA	unknown function
20149	phrog_20149	NA	unknown function
20150	phrog_20150	NA	unknown function
20151	phrog_20151	NA	unknown function
20152	phrog_20152	NA	unknown function
20153	phrog_20153	NA	unknown function
20154	phrog_20154	NA	unknown function
20155	phrog_20155	NA	unknown function
20156	phrog_20156	NA	unknown function
20157	phrog_20157	NA	unknown function
20158	phrog_20158	NA	unknown function
20159	phrog_20159	transcriptional repressor	transcription regulation
20160	phrog_20160	NA	unknown function
20161	phrog_20161	NA	unknown function
20162	phrog_20162	HNH endonuclease	DNA, RNA and nucleotide metabolism
20163	phrog_20163	NA	unknown function
20164	phrog_20164	NA	unknown function
20165	phrog_20165	NA	unknown function
20166	phrog_20166	NA	unknown function
20167	phrog_20167	NA	unknown function
20168	phrog_20168	NA	unknown function
20169	phrog_20169	membrane protein	moron, auxiliary metabolic gene and host takeover
20170	phrog_20170	NA	unknown function
20171	phrog_20171	NA	unknown function
20172	phrog_20172	NA	unknown function
20173	phrog_20173	NA	unknown function
20174	phrog_20174	NA	unknown function
20175	phrog_20175	NA	unknown function
20176	phrog_20176	NA	unknown function
20177	phrog_20177	NA	unknown function
20178	phrog_20178	NA	unknown function
20179	phrog_20179	NA	unknown function
20180	phrog_20180	NA	unknown function
20181	phrog_20181	NA	unknown function
20182	phrog_20182	NA	unknown function
20183	phrog_20183	NA	unknown function
20184	phrog_20184	NA	unknown function
20185	phrog_20185	NA	unknown function
20186	phrog_20186	NA	unknown function
20187	phrog_20187	NA	unknown function
20188	phrog_20188	endonuclease	DNA, RNA and nucleotide metabolism
20189	phrog_20189	NA	unknown function
20190	phrog_20190	NA	unknown function
20191	phrog_20191	NA	unknown function
20192	phrog_20192	tail assembly chaperone	tail
20193	phrog_20193	NA	unknown function
20194	phrog_20194	NA	unknown function
20195	phrog_20195	NA	unknown function
20196	phrog_20196	NA	unknown function
20197	phrog_20197	NA	unknown function
20198	phrog_20198	ATPase	other
20199	phrog_20199	NA	unknown function
20200	phrog_20200	NA	unknown function
20201	phrog_20201	NA	unknown function
20202	phrog_20202	NA	unknown function
20203	phrog_20203	NA	unknown function
20204	phrog_20204	NA	unknown function
20205	phrog_20205	NA	unknown function
20206	phrog_20206	NA	unknown function
20207	phrog_20207	NA	unknown function
20208	phrog_20208	NA	unknown function
20209	phrog_20209	NA	unknown function
20210	phrog_20210	NA	unknown function
20211	phrog_20211	NA	unknown function
20212	phrog_20212	NA	unknown function
20213	phrog_20213	NA	unknown function
20214	phrog_20214	clamp loader of DNA polymerase	DNA, RNA and nucleotide metabolism
20215	phrog_20215	NA	unknown function
20216	phrog_20216	NA	unknown function
20217	phrog_20217	NA	unknown function
20218	phrog_20218	NA	unknown function
20219	phrog_20219	membrane protein	moron, auxiliary metabolic gene and host takeover
20220	phrog_20220	NA	unknown function
20221	phrog_20221	NA	unknown function
20222	phrog_20222	NA	unknown function
20223	phrog_20223	NA	unknown function
20224	phrog_20224	NA	unknown function
20225	phrog_20225	NA	unknown function
20226	phrog_20226	NA	unknown function
20227	phrog_20227	NA	unknown function
20228	phrog_20228	NA	unknown function
20229	phrog_20229	NA	unknown function
20230	phrog_20230	NA	unknown function
20231	phrog_20231	tail protein	tail
20232	phrog_20232	NA	unknown function
20233	phrog_20233	NA	unknown function
20234	phrog_20234	NA	unknown function
20235	phrog_20235	NA	unknown function
20236	phrog_20236	NA	unknown function
20237	phrog_20237	NA	unknown function
20238	phrog_20238	NA	unknown function
20239	phrog_20239	NA	unknown function
20240	phrog_20240	NA	unknown function
